slot	arc	load	sat	lb	source	proven	demands
7	247	0.5956060000000001	0.059560600000000005	0.5956060000000001	sink-dom	false	69
6	247	0.5805380000000001	0.05805380000000001	0.5805380000000001	sink-dom	false	70
3	283	0.4923359999999998	0.054703999999999975	0.4923359999999998	sink-dom	false	83
11	32	0.054590000000000014	0.054590000000000014	0.054590000000000014	sink-dom	false	76
7	47	0.4891569999999999	0.05435077777777777	0.4891569999999999	source-dom	false	73
1	32	0.05413799999999999	0.05413799999999999	0.05413799999999999	sink-dom	false	74
5	32	0.053926	0.053926	0.053926	sink-dom	false	75
9	282	0.6297329999999998	0.05247774999999998	0.6297329999999998	source-dom	false	77
5	46	0.4908979999999999	0.04908979999999999	0.4908979999999999	sink-dom	false	71
4	32	0.04872600000000001	0.04872600000000001	0.04872600000000001	sink-dom	false	75
5	47	0.432438	0.04804866666666666	0.432438	source-dom	false	73
2	32	0.04710300000000001	0.04710300000000001	0.04710300000000001	sink-dom	false	73
5	247	0.4700400000000001	0.04700400000000001	0.4700400000000001	sink-dom	false	71
6	47	0.412494	0.04583266666666667	0.412494	source-dom	false	73
10	282	0.5491689999999999	0.04576408333333332	0.5491689999999999	source-dom	false	77
4	46	0.456926	0.0456926	0.456926	sink-dom	false	73
11	47	0.3908169999999999	0.0434241111111111	0.3908169999999999	source-dom	false	71
0	283	0.390552	0.043394666666666665	0.390552	sink-dom	false	80
11	46	0.41922000000000004	0.041922	0.41922000000000004	sink-dom	false	71
3	32	0.041578000000000025	0.041578000000000025	0.041578000000000025	sink-dom	false	73
8	282	0.49446399999999996	0.04120533333333333	0.49446399999999996	source-dom	false	76
4	247	0.3851400000000001	0.03851400000000001	0.3851400000000001	sink-dom	false	71
7	282	0.45238200000000006	0.0376985	0.45238200000000006	source-dom	false	74
4	47	0.3332739999999999	0.037030444444444435	0.3332739999999999	source-dom	false	74
3	46	0.3612989999999999	0.03612989999999999	0.3612989999999999	sink-dom	false	72
6	282	0.420839	0.035069916666666666	0.420839	source-dom	false	77
0	247	0.3472270000000001	0.03472270000000001	0.3472270000000001	sink-dom	false	69
3	47	0.2958089999999999	0.032867666666666656	0.2958089999999999	source-dom	false	75
2	283	0.29145899999999975	0.03238433333333331	0.29145899999999975	sink-dom	false	80
3	247	0.3066339999999999	0.03066339999999999	0.3066339999999999	sink-dom	false	73
0	47	0.2593029999999999	0.02881144444444443	0.2593029999999999	source-dom	false	71
5	282	0.3420960000000001	0.02850800000000001	0.3420960000000001	source-dom	false	77
4	282	0.3365699999999999	0.028047499999999993	0.3365699999999999	source-dom	false	76
11	282	0.327027	0.027252250000000002	0.327027	source-dom	false	76
2	46	0.271519	0.0271519	0.271519	sink-dom	false	72
2	47	0.23801400000000003	0.026446000000000004	0.23801400000000003	source-dom	false	74
1	283	0.22763599999999998	0.025292888888888886	0.22763599999999998	sink-dom	false	78
1	247	0.24703500000000003	0.024703500000000003	0.24703500000000003	sink-dom	false	66
0	46	0.22238399999999997	0.0222384	0.22238399999999997	sink-dom	false	71
2	247	0.22031900000000001	0.0220319	0.22031900000000001	sink-dom	false	72
3	282	0.256964	0.021413666666666668	0.256964	source-dom	false	77
1	47	0.19266700000000006	0.02140744444444445	0.19266700000000006	source-dom	false	70
0	282	0.20601299999999997	0.01716775	0.20601299999999997	source-dom	false	77
2	282	0.203937	0.01699475	0.203937	source-dom	false	76
1	46	0.153106	0.015310599999999999	0.153106	sink-dom	false	71
1	282	0.14424800000000004	0.01202066666666667	0.14424800000000004	source-dom	false	76
9	246	0.10591799999999998	0.009628909090909089	0.10591799999999998	source-dom	false	69
8	246	0.10418899999999999	0.009471727272727272	0.10418899999999999	source-dom	false	69
10	246	0.101547	0.009231545454545454	0.101547	source-dom	false	70
7	246	0.09796799999999999	0.008906181818181817	0.09796799999999999	source-dom	false	69
6	246	0.09605500000000002	0.00873227272727273	0.09605500000000002	source-dom	false	70
11	246	0.08964500000000002	0.008149545454545456	0.08964500000000002	source-dom	false	69
5	246	0.08820800000000002	0.008018909090909092	0.08820800000000002	source-dom	false	70
4	246	0.074833	0.006803	0.074833	source-dom	false	69
0	246	0.07157300000000001	0.006506636363636365	0.07157300000000001	source-dom	false	64
10	244	0.656653	0.005915792792792793	0.656653	source-dom	false	76
3	246	0.06421700000000002	0.005837909090909093	0.06421700000000002	source-dom	false	68
1	246	0.06246699999999999	0.005678818181818181	0.06246699999999999	source-dom	false	66
1	422	0.043643999999999995	0.005455499999999999	0.043643999999999995	sink-dom	false	66
2	246	0.058283000000000015	0.005298454545454547	0.058283000000000015	source-dom	false	67
0	423	0.04988700000000001	0.0049887	0.04988700000000001	source-dom	false	61
0	422	0.037221999999999984	0.004652749999999998	0.037221999999999984	sink-dom	false	67
9	244	0.503558	0.004536558558558558	0.503558	source-dom	false	75
8	244	0.4914169999999999	0.004427180180180179	0.4914169999999999	source-dom	false	75
7	244	0.4809849999999999	0.004333198198198197	0.4809849999999999	source-dom	false	73
11	423	0.04313200000000001	0.004313200000000001	0.04313200000000001	source-dom	false	63
10	307	0.8726210000000002	0.004298625615763548	0.8726210000000002	source-dom	false	78
11	244	0.45971899999999993	0.004141612612612612	0.45971899999999993	source-dom	false	73
10	423	0.040489	0.004048899999999999	0.040489	source-dom	false	62
1	423	0.04020800000000002	0.004020800000000002	0.04020800000000002	source-dom	false	61
9	423	0.03916500000000001	0.003916500000000002	0.03916500000000001	source-dom	false	62
11	245	0.45828499999999994	0.0038190416666666663	0.45828499999999994	sink-dom	false	75
7	245	0.4572469999999998	0.003810391666666665	0.4572469999999998	sink-dom	false	78
5	244	0.42275799999999997	0.0038086306306306305	0.42275799999999997	source-dom	false	77
10	422	0.030007	0.003750875	0.030007	sink-dom	false	65
8	245	0.4494329999999999	0.0037452749999999993	0.4494329999999999	sink-dom	false	79
8	423	0.03706700000000001	0.003706700000000001	0.03706700000000001	source-dom	false	61
6	245	0.4425719999999999	0.0036880999999999993	0.4425719999999999	sink-dom	false	77
10	245	0.43818900000000005	0.0036515750000000002	0.43818900000000005	sink-dom	false	77
9	307	0.7381299999999998	0.0036361083743842357	0.7381299999999998	source-dom	false	79
7	423	0.03506400000000001	0.003506400000000001	0.03506400000000001	source-dom	false	65
8	307	0.6502099999999998	0.0032030049261083738	0.6502099999999998	source-dom	false	78
11	422	0.025236999999999992	0.003154624999999999	0.025236999999999992	sink-dom	false	64
7	307	0.6387249999999998	0.0031464285714285704	0.6387249999999998	source-dom	false	75
9	245	0.376168	0.0031347333333333334	0.376168	sink-dom	false	77
2	422	0.024174999999999988	0.0030218749999999985	0.024174999999999988	sink-dom	false	65
6	244	0.3273410000000001	0.002949018018018019	0.3273410000000001	source-dom	false	73
11	307	0.5857989999999998	0.0028857093596059108	0.5857989999999998	source-dom	false	76
9	306	0.4600339999999999	0.00285735403726708	0.4600339999999999	sink-dom	false	74
6	307	0.571461	0.0028150788177339903	0.571461	source-dom	false	78
2	423	0.02734099999999999	0.002734099999999999	0.02734099999999999	source-dom	false	59
7	422	0.021785999999999996	0.0027232499999999995	0.021785999999999996	sink-dom	false	70
9	422	0.020890000000000002	0.0026112500000000003	0.020890000000000002	sink-dom	false	66
8	306	0.4183859999999998	0.002598670807453415	0.4183859999999998	sink-dom	false	76
4	244	0.2835550000000001	0.0025545495495495505	0.2835550000000001	source-dom	false	74
6	423	0.025370999999999998	0.0025370999999999996	0.025370999999999998	source-dom	false	66
8	422	0.020053	0.002506625	0.020053	sink-dom	false	67
7	346	0.027221	0.0024746363636363633	0.027221	sink-dom	false	61
9	6	0.024397000000000005	0.0024397000000000004	0.024397000000000005	sink-dom	false	53
5	307	0.49192900000000006	0.0024232955665024632	0.49192900000000006	source-dom	false	79
6	422	0.019246999999999997	0.0024058749999999996	0.019246999999999997	sink-dom	false	68
4	307	0.47621100000000005	0.002345866995073892	0.47621100000000005	source-dom	false	78
10	306	0.3774	0.0023440993788819875	0.3774	sink-dom	false	75
3	244	0.260111	0.002343342342342342	0.260111	source-dom	false	75
6	346	0.02559	0.0023263636363636364	0.02559	sink-dom	false	60
4	245	0.27463499999999996	0.002288625	0.27463499999999996	sink-dom	false	76
7	306	0.3680610000000001	0.002286093167701864	0.3680610000000001	sink-dom	false	72
10	6	0.022796999999999994	0.0022796999999999995	0.022796999999999994	sink-dom	false	52
8	6	0.022779	0.0022779000000000002	0.022779	sink-dom	false	51
0	245	0.26798099999999997	0.0022331749999999996	0.26798099999999997	sink-dom	false	73
6	306	0.34955999999999987	0.002171180124223602	0.34955999999999987	sink-dom	false	75
5	422	0.017266999999999994	0.0021583749999999993	0.017266999999999994	sink-dom	false	66
1	245	0.253993	0.0021166083333333334	0.253993	sink-dom	false	79
5	245	0.25349600000000005	0.002112466666666667	0.25349600000000005	sink-dom	false	75
5	306	0.32170200000000015	0.0019981490683229825	0.32170200000000015	sink-dom	false	77
7	6	0.019944000000000007	0.0019944000000000008	0.019944000000000007	sink-dom	false	52
3	422	0.015637999999999996	0.0019547499999999995	0.015637999999999996	sink-dom	false	64
6	6	0.019311	0.0019310999999999998	0.019311	sink-dom	false	50
11	6	0.019214999999999996	0.0019214999999999996	0.019214999999999996	sink-dom	false	51
4	306	0.30682600000000004	0.0019057515527950313	0.30682600000000004	sink-dom	false	77
0	307	0.385381	0.0018984285714285713	0.385381	source-dom	false	74
5	249	0.016854	0.0018726666666666668	0.016854	sink-dom	false	60
8	346	0.020482000000000004	0.0018620000000000004	0.020482000000000004	sink-dom	false	58
5	346	0.020239000000000004	0.0018399090909090913	0.020239000000000004	sink-dom	false	59
2	244	0.20397300000000002	0.0018375945945945948	0.20397300000000002	source-dom	false	74
1	244	0.203693	0.0018350720720720721	0.203693	source-dom	false	71
0	244	0.19603400000000004	0.0017660720720720725	0.19603400000000004	source-dom	false	73
5	6	0.017642999999999995	0.0017642999999999995	0.017642999999999995	sink-dom	false	51
3	423	0.017492999999999995	0.0017492999999999994	0.017492999999999995	source-dom	false	66
5	423	0.017314000000000003	0.0017314000000000003	0.017314000000000003	source-dom	false	64
3	245	0.20412200000000003	0.0017010166666666668	0.20412200000000003	sink-dom	false	77
3	306	0.268421	0.0016672111801242237	0.268421	sink-dom	false	75
11	306	0.26780400000000004	0.0016633788819875779	0.26780400000000004	sink-dom	false	75
9	249	0.014587999999999999	0.0016208888888888887	0.014587999999999999	sink-dom	false	52
7	249	0.01456	0.0016177777777777779	0.01456	sink-dom	false	56
6	350	0.016039999999999992	0.001603999999999999	0.016039999999999992	sink-dom	false	59
4	346	0.017615999999999993	0.0016014545454545448	0.017615999999999993	sink-dom	false	58
2	346	0.01753	0.0015936363636363637	0.01753	sink-dom	false	61
4	422	0.012740999999999997	0.0015926249999999996	0.012740999999999997	sink-dom	false	68
1	307	0.31852300000000006	0.0015690788177339903	0.31852300000000006	source-dom	false	77
3	346	0.017192	0.0015629090909090907	0.017192	sink-dom	false	62
6	249	0.014058000000000001	0.001562	0.014058000000000001	sink-dom	false	59
3	350	0.015598999999999997	0.0015598999999999997	0.015598999999999997	sink-dom	false	60
4	350	0.015244999999999993	0.0015244999999999994	0.015244999999999993	sink-dom	false	59
5	350	0.015192000000000002	0.0015192000000000003	0.015192000000000002	sink-dom	false	60
2	245	0.182213	0.0015184416666666667	0.182213	sink-dom	false	77
2	350	0.015076999999999997	0.0015076999999999996	0.015076999999999997	sink-dom	false	62
3	307	0.29841699999999993	0.0014700344827586205	0.29841699999999993	source-dom	false	79
7	350	0.014664999999999997	0.0014664999999999997	0.014664999999999997	sink-dom	false	61
4	6	0.014588999999999998	0.0014588999999999997	0.014588999999999998	sink-dom	false	52
8	249	0.012837999999999999	0.0014264444444444444	0.012837999999999999	sink-dom	false	57
2	306	0.22464199999999995	0.0013952919254658382	0.22464199999999995	sink-dom	false	75
1	350	0.013833999999999999	0.0013834	0.013833999999999999	sink-dom	false	57
10	249	0.012223000000000001	0.0013581111111111112	0.012223000000000001	sink-dom	false	50
1	346	0.014890000000000004	0.001353636363636364	0.014890000000000004	sink-dom	false	62
4	249	0.011066000000000005	0.001229555555555556	0.011066000000000005	sink-dom	false	54
3	6	0.012198999999999996	0.0012198999999999997	0.012198999999999996	sink-dom	false	51
0	306	0.19557300000000002	0.0012147391304347828	0.19557300000000002	sink-dom	false	73
9	346	0.01319	0.0011990909090909092	0.01319	sink-dom	false	58
3	249	0.010597000000000002	0.0011774444444444447	0.010597000000000002	sink-dom	false	56
0	350	0.011545999999999997	0.0011545999999999998	0.011545999999999997	sink-dom	false	55
4	423	0.011489000000000001	0.0011489	0.011489000000000001	source-dom	false	62
1	306	0.18460000000000007	0.0011465838509316774	0.18460000000000007	sink-dom	false	72
0	6	0.011434	0.0011434	0.011434	sink-dom	false	45
8	350	0.011407	0.0011407000000000001	0.011407	sink-dom	false	58
11	249	0.010223999999999999	0.0011359999999999999	0.010223999999999999	sink-dom	false	44
2	307	0.20811800000000005	0.0010252118226600987	0.20811800000000005	source-dom	false	78
2	6	0.010232999999999999	0.0010233	0.010232999999999999	sink-dom	false	49
2	249	0.009005999999999998	0.0010006666666666664	0.009005999999999998	sink-dom	false	55
0	346	0.010821	0.0009837272727272728	0.010821	sink-dom	false	59
6	351	0.008568999999999998	0.0009521111111111109	0.008568999999999998	source-dom	false	59
8	351	0.008297000000000002	0.0009218888888888892	0.008297000000000002	source-dom	false	56
1	6	0.008745	0.0008745	0.008745	sink-dom	false	46
0	249	0.007711999999999999	0.0008568888888888888	0.007711999999999999	sink-dom	false	46
11	350	0.008126999999999999	0.0008126999999999999	0.008126999999999999	sink-dom	false	57
11	346	0.008908000000000001	0.000809818181818182	0.008908000000000001	sink-dom	false	56
9	350	0.008094	0.0008094	0.008094	sink-dom	false	56
10	346	0.008438	0.000767090909090909	0.008438	sink-dom	false	53
1	249	0.006834	0.0007593333333333333	0.006834	sink-dom	false	48
4	351	0.006156000000000004	0.0006840000000000005	0.006156000000000004	source-dom	false	59
10	350	0.006821000000000001	0.0006821	0.006821000000000001	sink-dom	false	57
7	351	0.006001	0.0006667777777777779	0.006001	source-dom	false	62
5	351	0.0059070000000000025	0.0006563333333333336	0.0059070000000000025	source-dom	false	58
9	351	0.005624000000000001	0.000624888888888889	0.005624000000000001	source-dom	false	58
2	351	0.005577000000000004	0.0006196666666666671	0.005577000000000004	source-dom	false	57
11	351	0.005473000000000002	0.0006081111111111114	0.005473000000000002	source-dom	false	54
3	351	0.005001000000000001	0.0005556666666666668	0.005001000000000001	source-dom	false	58
1	351	0.0041150000000000015	0.00045722222222222236	0.0041150000000000015	source-dom	false	53
11	218	0.04703400000000002	0.0004437169811320757	0.04703400000000002	source-dom	false	36
0	351	0.0038010000000000006	0.00042233333333333337	0.0038010000000000006	source-dom	false	55
10	209	0.076918	0.00040697354497354495	0.076918	source-dom	false	61
8	209	0.07188000000000003	0.00038031746031746044	0.07188000000000003	source-dom	false	61
9	209	0.071424	0.0003779047619047619	0.071424	source-dom	false	61
7	209	0.06927500000000002	0.0003665343915343916	0.06927500000000002	source-dom	false	63
6	209	0.06361300000000002	0.00033657671957671966	0.06361300000000002	source-dom	false	61
11	209	0.060664000000000017	0.0003209735449735451	0.060664000000000017	source-dom	false	58
10	218	0.033049	0.0003117830188679245	0.033049	source-dom	false	33
5	209	0.055851000000000005	0.00029550793650793655	0.055851000000000005	source-dom	false	58
10	208	0.058098000000000004	0.0002861970443349754	0.058098000000000004	sink-dom	false	64
4	209	0.052679000000000024	0.00027872486772486787	0.052679000000000024	source-dom	false	58
10	351	0.0024609999999999988	0.0002734444444444443	0.0024609999999999988	source-dom	false	57
9	208	0.05285500000000004	0.000260369458128079	0.05285500000000004	sink-dom	false	64
11	208	0.05172800000000002	0.00025481773399014786	0.05172800000000002	sink-dom	false	65
3	209	0.04365600000000001	0.000230984126984127	0.04365600000000001	source-dom	false	58
7	248	0.0022949999999999997	0.00022949999999999997	0.0022949999999999997	source-dom	false	45
8	208	0.04497300000000001	0.00022154187192118232	0.04497300000000001	sink-dom	false	64
7	208	0.043909000000000004	0.00021630049261083746	0.043909000000000004	sink-dom	false	64
8	248	0.002123	0.00021229999999999998	0.002123	source-dom	false	46
3	248	0.0020380000000000003	0.00020380000000000002	0.0020380000000000003	source-dom	false	43
6	248	0.0019209999999999997	0.00019209999999999998	0.0019209999999999997	source-dom	false	49
4	248	0.0018969999999999994	0.00018969999999999995	0.0018969999999999994	source-dom	false	46
6	208	0.036931	0.00018192610837438423	0.036931	sink-dom	false	63
5	248	0.0017929999999999999	0.0001793	0.0017929999999999999	source-dom	false	46
9	248	0.001725	0.0001725	0.001725	source-dom	false	45
0	209	0.03158699999999999	0.0001671269841269841	0.03158699999999999	source-dom	false	54
2	248	0.0015799999999999994	0.00015799999999999994	0.0015799999999999994	source-dom	false	42
5	208	0.030128000000000005	0.0001484137931034483	0.030128000000000005	sink-dom	false	65
2	209	0.02705500000000001	0.0001431481481481482	0.02705500000000001	source-dom	false	54
0	208	0.028796000000000006	0.0001418522167487685	0.028796000000000006	sink-dom	false	58
10	248	0.0013519999999999997	0.00013519999999999998	0.0013519999999999997	source-dom	false	39
4	208	0.025127000000000003	0.00012377832512315272	0.025127000000000003	sink-dom	false	64
11	248	0.001176	0.0001176	0.001176	source-dom	false	39
1	209	0.019728999999999997	0.00010438624338624337	0.019728999999999997	source-dom	false	53
0	248	0.000997	9.970000000000001e-05	0.000997	source-dom	false	30
1	248	0.000988	9.879999999999999e-05	0.000988	source-dom	false	35
3	208	0.016817	8.28423645320197e-05	0.016817	sink-dom	false	63
3	347	0.0007980000000000001	7.254545454545456e-05	0.0007980000000000001	source-dom	false	16
1	208	0.014636999999999997	7.210344827586205e-05	0.014636999999999997	sink-dom	false	56
6	218	0.007567	7.138679245283019e-05	0.007567	source-dom	false	29
4	347	0.0006260000000000001	5.6909090909090924e-05	0.0006260000000000001	source-dom	false	15
2	208	0.010407999999999995	5.127093596059111e-05	0.010407999999999995	sink-dom	false	54
1	347	0.000553	5.027272727272727e-05	0.000553	source-dom	false	12
2	347	0.000536	4.872727272727273e-05	0.000536	source-dom	false	12
5	347	0.0004990000000000001	4.536363636363637e-05	0.0004990000000000001	source-dom	false	16
6	347	0.00044400000000000006	4.0363636363636367e-05	0.00044400000000000006	source-dom	false	16
5	218	0.004236000000000001	3.996226415094341e-05	0.004236000000000001	source-dom	false	28
3	218	0.0038850000000000004	3.6650943396226416e-05	0.0038850000000000004	source-dom	false	33
0	347	0.000391	3.5545454545454545e-05	0.000391	source-dom	false	14
4	218	0.003725	3.514150943396227e-05	0.003725	source-dom	false	31
2	218	0.003527	3.327358490566038e-05	0.003527	source-dom	false	32
9	218	0.003499000000000001	3.3009433962264156e-05	0.003499000000000001	source-dom	false	28
8	218	0.003342	3.1528301886792454e-05	0.003342	source-dom	false	29
7	347	0.000345	3.1363636363636365e-05	0.000345	source-dom	false	15
7	218	0.003206	3.0245283018867927e-05	0.003206	source-dom	false	28
8	347	0.00032900000000000003	2.990909090909091e-05	0.00032900000000000003	source-dom	false	12
9	347	0.00021	1.909090909090909e-05	0.00021	source-dom	false	10
11	347	0.00017	1.5454545454545454e-05	0.00017	source-dom	false	9
7	219	0.0015569999999999996	1.4027027027027022e-05	0.0015569999999999996	sink-dom	false	15
6	202	0.0024899999999999996	1.2901554404145075e-05	0.0024899999999999996	sink-dom	false	46
7	202	0.002447	1.2678756476683938e-05	0.002447	sink-dom	false	46
8	202	0.0023769999999999998	1.2316062176165802e-05	0.0023769999999999998	sink-dom	false	46
4	202	0.0022089999999999996	1.1445595854922277e-05	0.0022089999999999996	sink-dom	false	45
10	347	0.000122	1.109090909090909e-05	0.000122	source-dom	false	10
5	202	0.0020090000000000004	1.0409326424870468e-05	0.0020090000000000004	sink-dom	false	46
8	219	0.001096	9.873873873873873e-06	0.001096	sink-dom	false	15
9	202	0.0018319999999999994	9.492227979274608e-06	0.0018319999999999994	sink-dom	false	44
3	202	0.001802	9.336787564766839e-06	0.001802	sink-dom	false	46
6	219	0.0010349999999999995	9.32432432432432e-06	0.0010349999999999995	sink-dom	false	15
0	218	0.0009860000000000001	9.30188679245283e-06	0.0009860000000000001	source-dom	false	20
10	219	0.000985	8.873873873873874e-06	0.000985	sink-dom	false	15
9	219	0.000975	8.783783783783783e-06	0.000975	sink-dom	false	16
10	202	0.0014540000000000002	7.533678756476685e-06	0.0014540000000000002	sink-dom	false	41
4	203	0.0013149999999999995	7.14673913043478e-06	0.0013149999999999995	source-dom	false	35
6	203	0.0013009999999999996	7.070652173913041e-06	0.0013009999999999996	source-dom	false	36
5	203	0.001294	7.032608695652174e-06	0.001294	source-dom	false	38
8	203	0.0012159999999999999	6.608695652173913e-06	0.0012159999999999999	source-dom	false	34
5	219	0.0007000000000000001	6.306306306306307e-06	0.0007000000000000001	sink-dom	false	15
0	202	0.0012019999999999997	6.227979274611397e-06	0.0012019999999999997	sink-dom	false	42
4	219	0.0006810000000000001	6.135135135135136e-06	0.0006810000000000001	sink-dom	false	14
9	203	0.001119	6.081521739130435e-06	0.001119	source-dom	false	34
3	203	0.001058	5.749999999999999e-06	0.001058	source-dom	false	36
11	202	0.0010890000000000001	5.642487046632125e-06	0.0010890000000000001	sink-dom	false	43
1	202	0.001089	5.642487046632124e-06	0.001089	sink-dom	false	39
7	203	0.0009750000000000004	5.298913043478263e-06	0.0009750000000000004	source-dom	false	35
3	137	5.799999999999999e-05	5.272727272727271e-06	5.799999999999999e-05	source-dom	false	13
2	202	0.0009430000000000003	4.8860103626943015e-06	0.0009430000000000003	sink-dom	false	43
4	137	5.099999999999999e-05	4.6363636363636355e-06	5.099999999999999e-05	source-dom	false	11
3	219	0.0005120000000000002	4.612612612612614e-06	0.0005120000000000002	sink-dom	false	18
11	203	0.0008410000000000001	4.570652173913044e-06	0.0008410000000000001	source-dom	false	32
2	203	0.000794	4.315217391304348e-06	0.000794	source-dom	false	33
1	203	0.0007720000000000003	4.195652173913045e-06	0.0007720000000000003	source-dom	false	33
10	203	0.000746	4.054347826086956e-06	0.000746	source-dom	false	31
8	7	3.999999999999999e-05	3.999999999999999e-06	3.999999999999999e-05	source-dom	false	10
0	203	0.0007310000000000001	3.972826086956522e-06	0.0007310000000000001	source-dom	false	30
10	137	4.3e-05	3.909090909090909e-06	4.3e-05	source-dom	false	6
6	137	4.299999999999999e-05	3.909090909090908e-06	4.299999999999999e-05	source-dom	false	11
5	137	4.0999999999999994e-05	3.7272727272727265e-06	4.0999999999999994e-05	source-dom	false	12
2	137	3.999999999999999e-05	3.6363636363636353e-06	3.999999999999999e-05	source-dom	false	10
9	255	3e-05	3.3333333333333333e-06	3e-05	sink-dom	false	5
11	255	3e-05	3.3333333333333333e-06	3e-05	sink-dom	false	9
11	219	0.00034700000000000014	3.1261261261261276e-06	0.00034700000000000014	sink-dom	false	15
2	255	2.7000000000000002e-05	3e-06	2.7000000000000002e-05	sink-dom	false	5
1	255	2.6000000000000002e-05	2.888888888888889e-06	2.6000000000000002e-05	sink-dom	false	7
5	255	2.6000000000000002e-05	2.888888888888889e-06	2.6000000000000002e-05	sink-dom	false	6
8	136	2.7e-05	2.7e-06	2.7e-05	sink-dom	false	4
1	137	2.9000000000000004e-05	2.636363636363637e-06	2.9000000000000004e-05	source-dom	false	6
1	218	0.00027	2.5471698113207547e-06	0.00027	source-dom	false	19
7	137	2.7000000000000002e-05	2.454545454545455e-06	2.7000000000000002e-05	source-dom	false	8
9	137	2.7000000000000002e-05	2.454545454545455e-06	2.7000000000000002e-05	source-dom	false	7
3	136	2.3999999999999997e-05	2.4e-06	2.3999999999999997e-05	sink-dom	false	4
0	137	2.6000000000000002e-05	2.363636363636364e-06	2.6000000000000002e-05	source-dom	false	5
3	255	2.1e-05	2.333333333333333e-06	2.1e-05	sink-dom	false	6
2	136	2.2999999999999997e-05	2.2999999999999996e-06	2.2999999999999997e-05	sink-dom	false	4
4	136	2.2e-05	2.2e-06	2.2e-05	sink-dom	false	4
5	7	2.2e-05	2.2e-06	2.2e-05	source-dom	false	7
8	137	2.4e-05	2.181818181818182e-06	2.4e-05	source-dom	false	7
5	136	2.1e-05	2.1e-06	2.1e-05	sink-dom	false	4
3	7	2e-05	2.0000000000000003e-06	2e-05	source-dom	false	8
9	7	1.8000000000000004e-05	1.8000000000000003e-06	1.8000000000000004e-05	source-dom	false	7
10	255	1.6000000000000003e-05	1.7777777777777782e-06	1.6000000000000003e-05	sink-dom	false	7
4	255	1.6e-05	1.7777777777777777e-06	1.6e-05	sink-dom	false	4
0	219	0.000192	1.7297297297297298e-06	0.000192	sink-dom	false	13
1	219	0.000192	1.7297297297297298e-06	0.000192	sink-dom	false	11
4	7	1.7e-05	1.7e-06	1.7e-05	source-dom	false	6
6	7	1.7e-05	1.7e-06	1.7e-05	source-dom	false	8
6	136	1.7e-05	1.7e-06	1.7e-05	sink-dom	false	4
