slot	arc	load	sat	lb	source	proven	demands
0	469	60.263000000000005	0.14916584158415844	60.263000000000005	sink-dom	false	9
1	595	80.6563	0.14664781818181818	80.6563	sink-dom	false	9
1	113	40.6337	0.1415808362369338	40.6337	sink-dom	false	6
0	403	59.652	0.14102127659574468	59.652	sink-dom	false	5
0	112	121.7484	0.13930022883295196	121.7484	source-dom	false	16
0	386	58.7355	0.13787676056338027	58.7355	source-dom	false	6
1	458	128.6986	0.1356149631190727	128.6986	bridge	false	25
0	503	69.12299999999999	0.13527005870841485	69.12299999999999	sink-dom	false	6
1	149	84.5515	0.13273390894819467	84.5515	sink-dom	false	13
1	19	124.6508	0.131073396424816	124.6508	sink-dom	false	14
1	419	80.58	0.1305996758508914	80.58	sink-dom	false	8
0	361	90.5092	0.12856420454545456	90.5092	sink-dom	false	9
1	216	74.1641	0.12699332191780824	74.1641	source-dom	false	9
1	445	98.1472	0.12615321336760926	98.1472	sink-dom	false	13
1	236	117.92940000000002	0.12559041533546328	96.69600000000001	sink-dom	false	10
1	563	123.8868	0.12526471183013144	123.8868	sink-dom	false	14
0	595	68.5884	0.1247061818181818	68.5884	sink-dom	false	9
1	308	39.029700000000005	0.12469552715654954	39.029700000000005	source-dom	false	7
0	577	107.0834	0.12437096399535423	107.0834	sink-dom	false	9
0	468	61.40880000000001	0.12355895372233401	61.40880000000001	source-dom	false	9
0	594	81.19090000000001	0.12301651515151517	81.19090000000001	source-dom	false	10
1	444	78.8233	0.12220666666666667	78.8233	source-dom	false	11
0	167	56.5205	0.11799686847599164	56.5205	sink-dom	false	6
1	259	63.0891	0.11748435754189944	63.0891	sink-dom	false	9
0	216	68.5119	0.11731489726027397	68.5119	source-dom	false	9
1	305	46.74399999999999	0.11400975609756096	46.74399999999999	sink-dom	false	7
1	576	61.5615	0.11400277777777779	61.5615	source-dom	false	10
0	259	60.4159	0.11250633147113594	60.4159	sink-dom	false	9
1	387	63.776500000000006	0.11248059964726632	63.776500000000006	sink-dom	false	8
0	395	66.3734	0.11211722972972973	66.3734	sink-dom	false	4
0	444	71.56730000000002	0.11095705426356592	71.56730000000002	source-dom	false	10
0	217	78.8233	0.11024237762237762	78.8233	sink-dom	false	9
0	316	36.967600000000004	0.10937159763313611	36.967600000000004	source-dom	false	8
1	309	88.447	0.10919382716049383	88.447	sink-dom	false	9
1	506	76.6081	0.10912834757834756	76.6081	source-dom	false	10
0	304	55.5275	0.105365275142315	55.5275	source-dom	false	11
1	75	66.3733	0.10535444444444445	66.3733	sink-dom	false	8
0	387	59.7284	0.10534109347442681	59.7284	sink-dom	false	8
0	148	95.6264	0.10450972677595628	95.6264	source-dom	false	12
0	418	73.324	0.10400567375886524	73.324	source-dom	false	8
1	277	68.6647	0.10388003025718608	68.6647	sink-dom	false	9
0	305	42.466800000000006	0.10357756097560977	42.466800000000006	sink-dom	false	7
1	73	85.84989999999999	0.1024461813842482	85.84989999999999	sink-dom	false	8
0	19	97.0015	0.10199947423764458	97.0015	sink-dom	false	14
0	360	76.53190000000001	0.10150119363395227	76.53190000000001	source-dom	false	6
0	8	60.9505	0.10141514143094842	60.9505	source-dom	false	9
1	153	26.6563	0.10097083333333334	26.6563	sink-dom	false	10
1	503	51.555899999999994	0.10089217221135029	51.555899999999994	sink-dom	false	6
1	252	79.4342	0.09806691358024693	79.4342	source-dom	false	9
1	258	55.7568	0.09764763572679509	55.7568	source-dom	false	5
1	9	62.86	0.09760869565217391	62.86	sink-dom	false	6
0	85	39.1823	0.09674641975308641	39.1823	sink-dom	false	7
0	74	75.6916	0.09617738246505717	75.6916	source-dom	false	7
0	252	77.7539	0.09599246913580248	77.7539	source-dom	false	9
0	75	60.4159	0.09589825396825397	60.4159	sink-dom	false	8
1	317	35.43990000000001	0.0952685483870968	35.43990000000001	sink-dom	false	7
1	361	66.22059999999999	0.09406335227272726	66.22059999999999	sink-dom	false	9
0	504	70.2687	0.09381668891855807	70.2687	source-dom	false	10
1	381	60.2631	0.09285531587057011	60.2631	sink-dom	false	7
0	73	77.4485	0.09242064439140811	77.4485	sink-dom	false	8
1	570	74.7752	0.09019927623642943	74.7752	source-dom	false	8
1	468	44.6817	0.08990281690140844	44.6817	source-dom	false	9
0	502	45.67470000000001	0.089734184675835	45.67470000000001	source-dom	false	6
1	394	46.132999999999996	0.08787238095238094	46.132999999999996	source-dom	false	8
1	502	44.6055	0.0876335952848723	44.6055	source-dom	false	5
1	8	52.1669	0.08680016638935108	52.1669	source-dom	false	9
0	562	77.0666	0.08582026726057906	77.0666	source-dom	false	7
0	500	83.3296	0.08564193216855087	83.3296	source-dom	false	12
1	156	66.7552	0.08428686868686869	66.7552	source-dom	false	9
1	250	49.875499999999995	0.08284966777408637	49.875499999999995	source-dom	false	6
0	195	56.2914	0.08265991189427313	56.2914	sink-dom	false	4
0	236	76.99029999999999	0.08199179978700745	34.4472	sink-dom	false	10
0	596	75.38600000000001	0.08106021505376346	75.38600000000001	source-dom	false	9
1	112	69.2757	0.07926281464530892	69.2757	source-dom	false	16
1	500	75.99719999999999	0.0781060637204522	75.99719999999999	source-dom	false	12
1	1045	75.46249999999999	0.07731813524590163	67.0608	source-dom	false	8
1	504	57.58969999999999	0.07688878504672897	57.58969999999999	source-dom	false	10
1	74	59.88119999999999	0.07608792884371028	59.88119999999999	source-dom	false	6
1	166	41.703	0.07596174863387979	41.703	source-dom	false	5
1	374	70.6506	0.07548141025641025	70.6506	source-dom	false	10
1	1355	52.396100000000004	0.07411046676096182	52.396100000000004	sink-dom	false	6
0	506	51.8613	0.07387649572649573	51.8613	source-dom	false	9
1	403	31.239100000000004	0.07385130023640663	31.239100000000004	sink-dom	false	5
0	156	58.27719999999999	0.07358232323232322	58.27719999999999	source-dom	false	9
1	418	51.7851	0.07345404255319149	51.7851	source-dom	false	8
1	501	55.069399999999995	0.07323058510638297	55.069399999999995	sink-dom	false	7
0	251	29.329500000000003	0.0729589552238806	29.329500000000003	sink-dom	false	5
1	253	21.8444	0.07115439739413681	21.8444	sink-dom	false	3
0	570	58.888299999999994	0.071035343787696	58.888299999999994	source-dom	false	8
0	309	56.214999999999996	0.06940123456790123	56.214999999999996	sink-dom	false	9
1	596	62.8601	0.06759150537634409	62.8601	source-dom	false	9
1	1089	65.9915	0.06713275686673449	49.0353	source-dom	false	8
0	1089	65.457	0.06658901322482197	46.438599999999994	source-dom	false	8
1	571	58.43	0.06587373167981962	58.43	sink-dom	false	7
0	445	49.87559999999999	0.06410745501285346	49.87559999999999	sink-dom	false	13
0	501	47.966	0.06378457446808511	47.966	sink-dom	false	7
0	381	39.793600000000005	0.06131525423728814	39.793600000000005	sink-dom	false	7
1	406	43.536	0.05875303643724696	43.536	source-dom	false	10
1	195	38.9534	0.05720029368575624	38.9534	sink-dom	false	4
0	277	37.654799999999994	0.05696641452344931	37.654799999999994	sink-dom	false	9
1	577	48.348	0.05615331010452961	48.348	sink-dom	false	9
0	571	49.417199999999994	0.05571273957158962	49.417199999999994	sink-dom	false	7
1	148	49.34099999999999	0.05392459016393441	49.34099999999999	source-dom	false	13
0	18	32.0792	0.05364414715719064	32.0792	source-dom	false	2
0	1045	51.6322	0.05290184426229508	39.946200000000005	source-dom	false	8
0	374	49.0352	0.05238803418803419	49.0352	source-dom	false	10
0	194	34.5235	0.05137425595238095	34.5235	source-dom	false	10
1	516	35.745400000000004	0.050919373219373225	35.745400000000004	source-dom	false	4
0	516	34.5998	0.04928746438746439	34.5998	source-dom	false	4
0	380	45.5984	0.04705717234262126	45.5984	source-dom	false	7
0	406	34.7526	0.046899595141700404	34.7526	source-dom	false	9
1	380	45.2164	0.04666295149638803	45.2164	source-dom	false	7
0	250	27.801999999999996	0.04618272425249169	27.801999999999996	source-dom	false	6
0	419	27.496499999999997	0.044564829821717986	27.496499999999997	sink-dom	false	8
1	517	30.628	0.04381688125894134	30.628	sink-dom	false	3
0	72	33.7595	0.0433926735218509	33.7595	source-dom	false	5
0	166	22.608100000000004	0.04118051001821494	22.608100000000004	source-dom	false	5
0	505	35.05799999999999	0.04057638888888888	35.05799999999999	sink-dom	false	5
1	72	30.8573	0.039662339331619535	30.8573	source-dom	false	5
1	505	32.843	0.03801273148148149	32.843	sink-dom	false	5
1	562	33.224999999999994	0.03699888641425389	33.224999999999994	source-dom	false	7
0	9	22.761	0.035343167701863354	22.761	sink-dom	false	6
0	258	17.872799999999998	0.031300875656742555	17.872799999999998	source-dom	false	5
1	360	20.011399999999995	0.02654031830238726	20.011399999999995	source-dom	false	6
0	253	8.0198	0.02612312703583062	8.0198	sink-dom	false	3
1	18	14.130099999999999	0.023628929765886285	14.130099999999999	source-dom	false	2
1	395	13.290099999999999	0.022449493243243242	13.290099999999999	sink-dom	false	4
0	1355	13.9774	0.01977001414427157	13.9774	sink-dom	false	6
0	517	7.485200000000001	0.010708440629470673	7.485200000000001	sink-dom	false	2
